veh_make,veh_model,MFG_TYPE,MFG_MAKE,MFG_POS,MFG_CNT,F11,F12,F13,New_Auto_Class
ACURA,CL,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
ACURA,ILX,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,SMALL CAR
ACURA,INTEGRA,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
ACURA,LEGEND,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
ACURA,MDX,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE SUV
ACURA,NSX,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Sport,SMALL CAR
ACURA,RDX,Luxury,ACURA,Luxury,Japanese,Import,Premium,Reliability,MID SIZE SUV
ACURA,RL,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE CAR
ACURA,RLX,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,FULL SIZE SUV
ACURA,RSX,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
ACURA,SLX,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE SUV
ACURA,TL,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
ACURA,TLX,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
ACURA,TSX,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
ACURA,VIGOR,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE CAR
ACURA,ZDX,Luxury,ACURA,Luxury,Japanese,Import,Luxury,Reliability,MID SIZE SUV
ALFA ROMEO,GIULIA,Luxury,MERCEDES-BENZ,Luxury,European,Import,Premium,Status,MID SIZE CAR
ALFA ROMEO,STELVIO,Luxury,MERCEDES-BENZ,Luxury,European,Import,Premium,Status,SMALL SUV
ASTON MARTIN,DB9,Luxury,MERCEDES-BENZ,Luxury,European,Import,Premium,Status,MID SIZE CAR
ASTON MARTIN,DBS,Luxury,MERCEDES-BENZ,Luxury,European,Import,Premium,Status,MID SIZE CAR
ASTON MARTIN,RAPIDE,Luxury,MERCEDES-BENZ,Luxury,European,Import,Premium,Status,FULL SIZE CAR
ASTON MARTIN,V8 VANTAGE,Luxury,MERCEDES-BENZ,Luxury,European,Import,Premium,Status,MID SIZE CAR
AUDI,80,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,90,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,100,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,200,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,4000,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,5000,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
AUDI,A3,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,SMALL CAR
AUDI,A4,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,A5,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,A6,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,A7,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
AUDI,A8,Luxury,AUDI,Luxury,European,Import,Premium,Sport,FULL SIZE CAR
AUDI,ALLROAD,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE SUV
AUDI,CABRIOLET,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,SMALL CAR
AUDI,COUPE,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,Q3,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,SMALL SUV
AUDI,Q5,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE SUV
AUDI,Q5 HYBRID,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE SUV
AUDI,Q8,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE SUV
AUDI,Q7,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE SUV
AUDI,R8,Luxury,AUDI,Luxury,European,Import,Premium,Sport,MID SIZE CAR
AUDI,RS 3,Luxury,AUDI,Luxury,European,Import,Premium,Sport,MID SIZE CAR
AUDI,RS 4,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,RS 5,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,RS 6,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,RS 7,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
AUDI,S3,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,SMALL CAR
AUDI,S4,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,S5,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,S6,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
AUDI,S7,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
AUDI,S8,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
AUDI,SQ5,Luxury,AUDI,Luxury,European,Import,Luxury,Sport,SMALL SUV
AUDI,TT,Luxury,AUDI,Luxury,European,Import,Convertible,Sport,SMALL CAR
BENTLEY,CONTINENTAL,Luxury,MERCEDES-BENZ,Luxury,European,Import,Premium,Status,FULL SIZE CAR
BENTLEY,ARNAGE,Luxury,MERCEDES-BENZ,Luxury,European,Import,Premium,Status,FULL SIZE CAR
BMW,128i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,SMALL CAR
BMW,135i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,SMALL CAR
BMW,230i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
BMW,228i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
BMW,328i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
BMW,320i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
BMW,330e,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
BMW,330i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
BMW,335i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
BMW,428i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
BMW,440i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
BMW,528i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
BMW,530i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
BMW,535i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
BMW,540i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
BMW,550i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
BMW,640i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
BMW,750i,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
BMW,750Li,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
BMW,1 SERIES,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,SMALL CAR
BMW,2 SERIES,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,SMALL CAR
BMW,3 SERIES,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
BMW,4 SERIES,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE CAR
BMW,5 SERIES,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
BMW,6 SERIES,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
BMW,7 SERIES,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
BMW,8 SERIES,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE CAR
BMW,I3,Luxury,BMW-MINI,Luxury,European,Import,Premium,Sport,SMALL CAR
BMW,M,Luxury,BMW-MINI,Luxury,European,Import,Premium,Sport,MID SIZE CAR
BMW,M2,Luxury,BMW-MINI,Luxury,European,Import,Premium,Sport,MID SIZE CAR
BMW,M3,Luxury,BMW-MINI,Luxury,European,Import,Premium,Sport,MID SIZE CAR
BMW,M4,Luxury,BMW-MINI,Luxury,European,Import,Premium,Sport,MID SIZE CAR
BMW,M5,Luxury,BMW-MINI,Luxury,European,Import,Premium,Sport,FULL SIZE CAR
BMW,M6,Luxury,BMW-MINI,Luxury,European,Import,Premium,Sport,FULL SIZE CAR
BMW,M8,Luxury,BMW-MINI,Luxury,European,Import,Premium,Sport,MID SIZE CAR
BMW,X1,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,SMALL SUV
BMW,X2,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,SMALL SUV
BMW,X3,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE SUV
BMW,X4,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE SUV
BMW,X5,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE SUV
BMW,X6,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE SUV
BMW,X7,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE SUV
BMW,Z3,Luxury,BMW-MINI,Luxury,European,Import,Convertible,Sport,SMALL CAR
BMW,Z4,Luxury,BMW-MINI,Luxury,European,Import,Convertible,Sport,SMALL CAR
BMW,Z8,Luxury,BMW-MINI,Luxury,European,Import,Convertible,Sport,SMALL CAR
BMW,X1 M,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,SMALL SUV
BMW,X2 M,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,SMALL SUV
BMW,X3 M,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE SUV
BMW,X4 M,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,MID SIZE SUV
BMW,X5 M,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE SUV
BMW,X6 M,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE SUV
BMW,X7 M,Luxury,BMW-MINI,Luxury,European,Import,Luxury,Sport,FULL SIZE SUV
BMW,ACTIVEHYBR,Luxury,BMW-MINI,Luxury,European,Import,Premium,Sport,MID SIZE CAR
BUICK,CASCADA,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,MID SIZE CAR
BUICK,CENTURY,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,MID SIZE CAR
BUICK,ELECTRA,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,FULL SIZE CAR
BUICK,ENCLAVE,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,MID SIZE SUV
BUICK,ENCORE,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,SMALL SUV
BUICK,ENVISION,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,SMALL SUV
BUICK,LACROSSE,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,MID SIZE CAR
BUICK,LESABRE,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,FULL SIZE CAR
BUICK,LUCERNE,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,FULL SIZE CAR
BUICK,PARK AVENUE,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,FULL SIZE CAR
BUICK,RAINIER,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,FULL SIZE SUV
BUICK,REATTA,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,MID SIZE CAR
BUICK,REGAL,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,MID SIZE CAR
BUICK,RENDEZVOUS,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,SMALL SUV
BUICK,RIVIERA,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,SMALL CAR
BUICK,ROADMASTER,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,FULL SIZE CAR
BUICK,SKYHAWK,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,SMALL CAR
BUICK,SKYLARK,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,SMALL CAR
BUICK,SOMERSET,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,MID SIZE CAR
BUICK,VERANO,Luxury,BUICK,Luxury,American,Domestic,Luxury,Value,SMALL CAR
CADILLAC,ALLANTE,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,MID SIZE CAR
CADILLAC,ATS,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,MID SIZE CAR
CADILLAC,BROUGHAM,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,FULL SIZE CAR
CADILLAC,CATERA,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,MID SIZE CAR
CADILLAC,CIMARRON,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,MID SIZE CAR
CADILLAC,CT4,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,MID SIZE CAR
CADILLAC,CT5,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,MID SIZE CAR
CADILLAC,CT6,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,FULL SIZE CAR
CADILLAC,CTS,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,MID SIZE CAR
CADILLAC,DEVILLE,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,FULL SIZE CAR
CADILLAC,DTS,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,FULL SIZE CAR
CADILLAC,ELDORADO,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,FULL SIZE CAR
CADILLAC,ESCALADE,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,FULL SIZE SUV
CADILLAC,FLEETWOOD,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,FULL SIZE CAR
CADILLAC,SEVILLE,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,FULL SIZE CAR
CADILLAC,SIXTY SPECIAL,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,FULL SIZE CAR
CADILLAC,SRX,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,MID SIZE SUV
CADILLAC,STS,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,MID SIZE CAR
CADILLAC,XLR,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,FULL SIZE CAR
CADILLAC,XT4,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,SMALL SUV
CADILLAC,XT6,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,MID SIZE SUV
CADILLAC,XT5,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,SMALL SUV
CADILLAC,XTS,Luxury,CADILLAC,Luxury,American,Domestic,Luxury,Status,FULL SIZE CAR
CHEVROLET,HHR,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,ASTRO,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MINIVAN
CHEVROLET,AVALANCHE,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE TRUCK
CHEVROLET,AVEO,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,BERETTA,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,BLAZER,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MID SIZE SUV
CHEVROLET,BOLT EV,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,C/K 10 SERIES,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE TRUCK
CHEVROLET,C/K 1500,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE TRUCK
CHEVROLET,C/K 1500 SERIES,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE TRUCK
CHEVROLET,C/K 20 SERIES,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE TRUCK
CHEVROLET,C/K 2500 SERIES,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE TRUCK
CHEVROLET,C/K 30 SERIES,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE TRUCK
CHEVROLET,C/K 3500 SERIES,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE TRUCK
CHEVROLET,CAMARO,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Muscle,Sport,MID SIZE CAR
CHEVROLET,CAPRICE,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE CAR
CHEVROLET,CAPTIVA,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL SUV
CHEVROLET,CAVALIER,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,GEO PRIZM,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,CELEBRITY,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MID SIZE CAR
CHEVROLET,CHEVETTE,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,CITATION,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,CLASSIC,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MID SIZE CAR
CHEVROLET,COBALT,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,COLORADO,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE TRUCK
CHEVROLET,CORSICA,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MID SIZE CAR
CHEVROLET,CORVETTE,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Convertible,Sport,SMALL CAR
CHEVROLET,CRUZE,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,EL CAMINO,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MID SIZE CAR
CHEVROLET,EQUINOX,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL SUV
CHEVROLET,EXPRESS 1500,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE VAN
CHEVROLET,EXPRESS 2500,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE VAN
CHEVROLET,EXPRESS 3500,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE VAN
CHEVROLET,EXPRESS CUTAWAY,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MINIVAN
CHEVROLET,EXPRESS PASSENGER,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE VAN
CHEVROLET,IMPALA,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MID SIZE CAR
CHEVROLET,LUMINA,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,MALIBU,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MID SIZE CAR
CHEVROLET,METRO,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,MONTE CARLO,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MID SIZE CAR
CHEVROLET,NOVA,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MID SIZE CAR
CHEVROLET,PRIZM,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MID SIZE CAR
CHEVROLET,R/V 10 SERIES,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE TRUCK
CHEVROLET,R/V 20 SERIES,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE TRUCK
CHEVROLET,S-10,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL TRUCK
CHEVROLET,SILVERADO,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE TRUCK
CHEVROLET,SONIC,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,SPARK,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,SPECTRUM,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,SPORTVAN,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MINIVAN
CHEVROLET,SPRINT,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
CHEVROLET,SS,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MID SIZE CAR
CHEVROLET,SSR,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL TRUCK
CHEVROLET,SUBURBAN,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE SUV
CHEVROLET,TAHOE,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE SUV
CHEVROLET,TRACKER,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL SUV
CHEVROLET,TRAILBLAZER,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL SUV
CHEVROLET,TRAVERSE,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,FULL SIZE SUV
CHEVROLET,TRAX,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL SUV
CHEVROLET,UPLANDER,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MINIVAN
CHEVROLET,VENTURE,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,MINIVAN
CHEVROLET,VOLT,Reliability,CHEVROLET-GMC-HUMMER,Domestic,American,Domestic,Standard,Low Maintenance,SMALL CAR
